Genre,Year_of_Release,Platform,n,sales
Sports,1996,PS,38,13.03
Sports,1996,SAT,3,0.66
Sports,1996,SNES,6,2.43
Sports,1997,N64,11,5.41
Sports,1997,PS,31,23.580000000000002
Sports,1997,SAT,2,0.7
Sports,1997,SNES,2,0.33
Sports,1998,GB,1,0.07
Sports,1998,N64,24,11.41
Sports,1998,PS,40,29.68
Sports,1998,SAT,4,0.55
Sports,1998,SNES,1,0.08
Sports,1999,DC,6,2.25
Sports,1999,GB,1,0.17
Sports,1999,N64,22,6.43
Sports,1999,PC,1,1.07
Sports,1999,PS,31,20.28
Sports,1999,SAT,1,0.09
Sports,2e3,DC,4,1.4100000000000001
Sports,2e3,GB,3,2.76
Sports,2e3,GBA,1,0.06
Sports,2e3,N64,12,6.4399999999999995
Sports,2e3,PS,38,20.03
Sports,2e3,PS2,22,9.5
Sports,2e3,XB,1,0.99
Sports,2001,GBA,14,3.5100000000000002
Sports,2001,GC,8,2.91
Sports,2001,N64,4,1.5
Sports,2001,PC,1,0.03
Sports,2001,PS,20,7.62
Sports,2001,PS2,41,32.74
Sports,2001,XB,8,3.12
Sports,2002,GBA,30,5.24
Sports,2002,GC,41,5.16
Sports,2002,N64,1,0.08
Sports,2002,PS,3,0.28
Sports,2002,PS2,68,44.56
Sports,2002,XB,45,10.1
Sports,2003,GBA,17,3.62
Sports,2003,GC,18,4.84
Sports,2003,PC,2,2.27
Sports,2003,PS,1,0.42
Sports,2003,PS2,48,33.2
Sports,2003,XB,39,11.76
Sports,2004,DS,3,0.45
Sports,2004,GBA,14,2.23
Sports,2004,GC,14,4.45
Sports,2004,PC,3,0.04
Sports,2004,PS2,43,40.9
Sports,2004,PSP,1,1.96
Sports,2004,XB,28,13.64
Sports,2005,DS,9,0.87
Sports,2005,GBA,8,1.63
Sports,2005,GC,17,5.79
Sports,2005,PS2,37,33.33
Sports,2005,PSP,22,7.66
Sports,2005,X360,6,1.33
Sports,2005,XB,22,8.9
Sports,2006,DS,11,2.65
Sports,2006,GBA,4,0.12
Sports,2006,GC,6,1.25
Sports,2006,PC,2,0.03
Sports,2006,PS2,38,26.68
Sports,2006,PS3,7,2.42
Sports,2006,PSP,23,5.8100000000000005
Sports,2006,Wii,4,83.79
Sports,2006,X360,23,9.09
Sports,2006,XB,20,3.99
Sports,2007,DS,28,4.48
Sports,2007,GC,2,0.09
Sports,2007,PC,3,1.1500000000000001
Sports,2007,PS2,32,18.46
Sports,2007,PS3,25,11.48
Sports,2007,PSP,18,4.92
Sports,2007,Wii,32,45.26
Sports,2007,X360,24,11.57
Sports,2007,XB,2,0.37
Sports,2008,DS,41,13.13
Sports,2008,PC,3,0.05
Sports,2008,PS2,30,12.52
Sports,2008,PS3,28,14.36
Sports,2008,PSP,13,6.05
Sports,2008,Wii,59,32.81
Sports,2008,X360,25,15.53
Sports,2008,XB,1,0.18
Sports,2009,DS,25,6.22
Sports,2009,PC,6,0.19
Sports,2009,PS2,18,7.39
Sports,2009,PS3,24,16.24
Sports,2009,PSP,17,5.16
Sports,2009,Wii,67,87.18
Sports,2009,X360,26,14.950000000000001
Sports,2010,DS,21,2.87
Sports,2010,PC,5,1.55
Sports,2010,PS2,11,3.09
Sports,2010,PS3,37,26.22
Sports,2010,PSP,15,4.61
Sports,2010,Wii,61,24.57
Sports,2010,X360,36,28.43
Sports,2011,3DS,13,1.92
Sports,2011,DS,6,0.51
Sports,2011,PC,7,2.36
Sports,2011,PS2,3,0.27
Sports,2011,PS3,27,17.65
Sports,2011,PSP,10,2.15
Sports,2011,PSV,2,0.97
Sports,2011,Wii,25,10.81
Sports,2011,X360,28,19.48
Sports,2012,3DS,4,2.42
Sports,2012,DS,1,0.08
Sports,2012,PC,4,1.2999999999999998
Sports,2012,PS3,16,12.450000000000001
Sports,2012,PSP,5,0.7100000000000001
Sports,2012,PSV,4,1.13
Sports,2012,Wii,4,1.16
Sports,2012,WiiU,3,0.72
Sports,2012,X360,13,10.45
Sports,2013,3DS,3,0.52
Sports,2013,DS,1,0.03
Sports,2013,PC,2,1.04
Sports,2013,PS3,14,14.889999999999999
Sports,2013,PS4,4,5.6
Sports,2013,PSP,4,0.6
Sports,2013,PSV,7,0.87
Sports,2013,Wii,2,0.4
Sports,2013,WiiU,3,1.65
Sports,2013,X360,9,12.55
Sports,2013,XOne,4,3.08
Sports,2014,3DS,4,1.17
Sports,2014,PC,2,0.34
Sports,2014,PS3,13,10.19
Sports,2014,PS4,11,15.33
Sports,2014,PSP,1,0.09
Sports,2014,PSV,4,0.89
Sports,2014,Wii,1,0.56
Sports,2014,WiiU,1,0.38
Sports,2014,X360,7,8.25
Sports,2014,XOne,10,7.9
Sports,2015,3DS,1,0.14
Sports,2015,PC,4,0.35000000000000003
Sports,2015,PS3,12,5.87
Sports,2015,PS4,15,20.09
Sports,2015,PSV,4,0.09
Sports,2015,WiiU,1,0.44
Sports,2015,X360,9,4.31
Sports,2015,XOne,13,9.61
Sports,2016,PC,5,0.24
Sports,2016,PS3,8,1.48
Sports,2016,PS4,16,14.58
Sports,2016,PSV,2,0.21
Sports,2016,X360,6,0.84
Sports,2016,XOne,11,6.18
Sports,NA,2600,2,0.66
Sports,NA,3DS,1,0.02
Sports,NA,DS,2,0.12000000000000001
Sports,NA,GC,4,1
Sports,NA,N64,1,0.2
Sports,NA,PS,1,1.46
Sports,NA,PS2,9,10.770000000000001
Sports,NA,PS3,3,0.63
Sports,NA,PSP,5,1.79
Sports,NA,Wii,5,2.07
Sports,NA,X360,5,1.67
Sports,NA,XB,4,1.22
Strategy,1991,GB,1,0.18
Strategy,1991,SNES,3,0.76
Strategy,1992,PC,2,0.08
Strategy,1992,SNES,1,0.29
Strategy,1993,GEN,1,0.19
Strategy,1993,SNES,1,0.62
Strategy,1994,PC,1,2.08
Strategy,1994,PS,1,0.25
Strategy,1994,SCD,1,0.14
Strategy,1994,SNES,3,1.09
Strategy,1995,PC,1,4.21
Strategy,1995,PS,6,0.82
Strategy,1995,SAT,3,0.27
Strategy,1995,SNES,4,1.21
Strategy,1996,PC,1,2.85
Strategy,1996,PS,6,1.3900000000000001
Strategy,1996,SAT,3,0.62
Strategy,1996,SNES,2,0.75
Strategy,1997,GB,1,0.37
Strategy,1997,PC,2,2.4099999999999997
Strategy,1997,PS,13,3.71
Strategy,1997,SAT,5,1.22
Strategy,1998,GB,2,5.3100000000000005
Strategy,1998,N64,1,1.37
Strategy,1998,PC,5,2.2
Strategy,1998,PS,20,3.45
Strategy,1998,SAT,7,1.1300000000000001
Strategy,1999,GB,1,1.1
Strategy,1999,N64,5,6
Strategy,1999,PC,2,1.6400000000000001
Strategy,1999,PS,17,9.45
Strategy,1999,SNES,1,0.26
Strategy,2e3,GB,1,0.2
Strategy,2e3,N64,3,2.96
Strategy,2e3,PC,2,1.48
Strategy,2e3,PS,5,1.79
Strategy,2e3,PS2,5,1.92
Strategy,2e3,WS,1,0.17
Strategy,2001,GB,1,0.89
Strategy,2001,GBA,5,3.32
Strategy,2001,GC,1,1.63
Strategy,2001,PC,7,0.3
Strategy,2001,PS,3,0.83
Strategy,2001,PS2,2,0.55
Strategy,2001,WS,1,0.03
Strategy,2002,GBA,3,0.33
Strategy,2002,GC,1,0.71
Strategy,2002,PC,6,1.52
Strategy,2002,PS2,11,2.9299999999999997
Strategy,2002,XB,1,0.07
Strategy,2003,GBA,5,2.49
Strategy,2003,GC,3,0.16
Strategy,2003,PC,10,1.86
Strategy,2003,PS2,11,2.7600000000000002
Strategy,2003,XB,8,0.72
Strategy,2004,GBA,3,1.08
Strategy,2004,GC,4,1.3499999999999999
Strategy,2004,PC,8,0.64
Strategy,2004,PS2,9,1.6500000000000001
Strategy,2004,PSP,1,0.87
Strategy,2004,XB,7,1.57
Strategy,2005,DS,5,1.63
Strategy,2005,GBA,2,0.22999999999999998
Strategy,2005,GC,2,0.47000000000000003
Strategy,2005,PC,8,0.82
Strategy,2005,PS2,5,1.39
Strategy,2005,PSP,3,0.4
Strategy,2005,XB,4,0.37
Strategy,2006,DS,7,0.51
Strategy,2006,PC,14,0.52
Strategy,2006,PS2,7,0.9600000000000001
Strategy,2006,PSP,9,1.76
Strategy,2006,Wii,1,0.05
Strategy,2006,X360,3,0.37
Strategy,2006,XB,1,0.05
Strategy,2007,DS,19,2.35
Strategy,2007,PC,16,0.58
Strategy,2007,PS2,14,1.91
Strategy,2007,PSP,8,1.68
Strategy,2007,Wii,4,1.3900000000000001
Strategy,2007,X360,6,1.35
Strategy,2008,DS,18,2.75
Strategy,2008,PC,14,2.68
Strategy,2008,PS2,2,0.53
Strategy,2008,PS3,3,1.52
Strategy,2008,PSP,4,0.67
Strategy,2008,Wii,3,0.77
Strategy,2008,X360,6,2.63
Strategy,2009,DS,12,2.58
Strategy,2009,PC,24,2.59
Strategy,2009,PS2,4,0.44
Strategy,2009,PS3,5,0.61
Strategy,2009,PSP,8,1.66
Strategy,2009,Wii,7,1.17
Strategy,2009,X360,4,3.31
Strategy,2010,DS,10,1.4000000000000001
Strategy,2010,PC,16,8.3
Strategy,2010,PS3,2,0.63
Strategy,2010,PSP,12,1.1
Strategy,2010,Wii,7,1.22
Strategy,2010,X360,6,1.12
Strategy,2011,3DS,4,0.8200000000000001
Strategy,2011,DS,7,3.04
Strategy,2011,PC,20,3.17
Strategy,2011,PS3,4,0.32
Strategy,2011,PSP,9,1.32
Strategy,2011,Wii,2,0.16999999999999998
Strategy,2012,PC,6,0.97
Strategy,2012,PS3,4,0.97
Strategy,2012,PSP,3,0.69
Strategy,2012,WiiU,1,0.02
Strategy,2012,X360,1,0.62
Strategy,2013,3DS,3,0.5
Strategy,2013,PC,3,2.73
Strategy,2013,PS3,3,0.55
Strategy,2013,PS4,1,0.21
Strategy,2013,PSP,1,0.02
Strategy,2013,PSV,3,0.16999999999999998
Strategy,2013,Wii,1,0.26
Strategy,2013,WiiU,2,1.2100000000000002
Strategy,2013,X360,1,0.28
Strategy,2013,XOne,1,0.16
Strategy,2014,3DS,3,0.42000000000000004
Strategy,2014,PC,1,0.36
Strategy,2014,PS3,1,0.06
Strategy,2014,PS4,2,0.1
Strategy,2014,PSV,1,0.05
Strategy,2015,3DS,4,0.3
Strategy,2015,PC,8,1.22
Strategy,2015,PS4,1,0.07
Strategy,2015,PSV,2,0.04
Strategy,2015,XOne,1,0.21
Strategy,2016,3DS,1,0.06
Strategy,2016,PC,8,0.73
Strategy,2016,PS4,2,0.22000000000000003
Strategy,2016,PSV,1,0.09
Strategy,2016,XOne,1,0.05
Strategy,NA,DS,1,0.61
Strategy,NA,PC,3,0.09
Strategy,NA,PS2,1,0.11
Strategy,NA,PS3,2,0.16
Strategy,NA,PSP,2,0.32999999999999996
Strategy,NA,X360,1,0.35
NA,1993,GEN,2,2.42
